question_id,category,question,ground_truth,hallucination_detected,flagged_claims_count,precision_at_5,reciprocal_rank,ndcg_at_10,latency_ms,error,error_message
Q033,factual_lookup,What is the storage capacity of the Edge 50 29 SE?,256,true,1,0.0,0.0,0.0,642,false,
Q034,factual_lookup,What is the price of the iQOO 11 77s?,699,true,1,0.0,0.0,0.0,574,false,
Q035,factual_lookup,What chipset does the Play 5 92 Ultra use?,Dimensity 7050,true,1,0.0,0.0,0.0,635,false,
Q036,factual_lookup,What is the main camera specification of the Nokia 7 98 Pro?,48MP+5MP+2MP,true,1,0.0,0.0,0.0,587,false,
Q037,factual_lookup,What is the display size of the Moto E40 24 Ultra?,6.6,true,1,0.0,0.0,0.0,541,false,
Q038,factual_lookup,What year was the Samsung Galaxy S22 Ultra released?,2022,true,1,0.0,0.0,0.0,531,false,
Q039,factual_lookup,What operating system does the Zero 30 48 run?,Android 12,true,2,0.0,0.0,0.0,669,false,
Q040,factual_lookup,How much does the Find X5 54 Pro weigh?,186,true,1,0.0,0.0,0.0,466,false,
Q041,factual_lookup,What is the battery capacity of the Samsung Galaxy A50s?,4000,true,1,0.0,0.0,0.0,527,false,
Q042,factual_lookup,How much RAM does the X90 25 Max have?,8,true,1,0.0,0.0,0.0,1010,false,
Q043,factual_lookup,What is the storage capacity of the iQOO Neo 9 37 SE?,128,true,1,0.0,0.0,0.0,611,false,
Q044,factual_lookup,What is the price of the Oppo A7 5 Ultra?,299,true,1,0.0,0.0,0.0,530,false,
Q045,factual_lookup,What chipset does the TCL 30 5G use?,Snapdragon 480+,true,1,0.0,0.0,0.0,469,false,
Q046,factual_lookup,What is the main camera specification of the Honor Magic 2?,16MP+24MP+16MP,true,1,0.0,0.0,0.0,569,false,
Q047,factual_lookup,What is the display size of the TCL 40 94 5G?,6.74,true,1,0.0,0.0,0.0,591,false,
Q048,factual_lookup,What year was the iQOO Z9 88 Pro released?,2024,true,1,0.0,0.0,0.0,665,false,
Q049,factual_lookup,What operating system does the Xperia 10 22 Pro run?,Android 13,true,2,0.0,0.0,0.0,713,false,
Q050,factual_lookup,How much does the TCL 50 XE weigh?,190,true,1,0.0,0.0,0.0,876,false,
Q051,two_device_comparison,Which phone is cheaper: the Reno 8 78 Neo or the Samsung Galaxy A12?,Samsung Galaxy A12 (179),true,1,0.2,0.25,0.2640681225725909,667,false,
Q052,two_device_comparison,Which phone is newer: the U23 Pro 86 SE or the X7 50 SE?,U23 Pro 86 SE (2023),true,2,0.0,0.0,0.0,714,false,
Q053,two_device_comparison,Which phone has more RAM: the Camon 20 92 5G or the Blade V50 6 Plus?,Blade V50 6 Plus (8),true,2,0.0,0.0,0.0,600,false,
Q054,two_device_comparison,Which phone has more storage: the Huawei Mate 40 Pro or the Pixel 7a 11 SE?,Huawei Mate 40 Pro (256),true,1,0.0,0.16666666666666666,0.2184074368181642,696,false,
Q055,two_device_comparison,Which phone is cheaper: the Realme 12 Pro+ or the Nord N2 66 5G?,Nord N2 66 5G (249),true,2,0.0,0.0,0.0,672,false,
Q056,two_device_comparison,Which phone is newer: the Zenfone 9 22 or the Nokia X3 40?,Zenfone 9 22 (2023),true,2,0.0,0.0,0.0,727,false,
Q057,two_device_comparison,Which phone is cheaper: the Fairphone 5 66+ or the C35 25 SE?,C35 25 SE (129),true,2,0.0,0.0,0.0,676,false,
Q058,two_device_comparison,Which phone has a bigger battery: the Xiaomi Redmi Note 12 or the OnePlus 10 29s?,Xiaomi Redmi Note 12 (5000),true,2,0.0,0.0,0.0,694,false,
Q059,two_device_comparison,Which phone has more RAM: the Magic 4 33 Max or the OnePlus 10 84s?,OnePlus 10 84s (16),true,2,0.0,0.0,0.0,1199,false,
Q060,two_device_comparison,Which phone has more RAM: the Razr 40 58 Ultra or the iPhone 11 17s?,Razr 40 58 Ultra (16),true,2,0.0,0.0,0.0,702,false,
Q061,two_device_comparison,Which phone is cheaper: the Fairphone 5 72 Neo or the Find X8 13 Neo?,Fairphone 5 72 Neo (349),true,2,0.0,0.0,0.0,775,false,
Q062,two_device_comparison,Which phone is cheaper: the Realme GT Neo 5 or the Hot 40 19 Pro?,Hot 40 19 Pro (229),true,2,0.0,0.0,0.0,656,false,
Q063,two_device_comparison,Which phone has more storage: the Samsung Galaxy A31 or the Nokia XR 24 Ultra?,Nokia XR 24 Ultra (256),true,2,0.0,0.0,0.0,700,false,
Q064,two_device_comparison,Which phone is newer: the Play 6 33 Neo or the Axon 40 80?,Axon 40 80 (2022),true,2,0.0,0.0,0.0,642,false,
Q065,two_device_comparison,Which phone is cheaper: the Itel P40 or the POCO M5 16+?,Itel P40 (99),true,1,0.0,0.0,0.0,769,false,
Q066,two_device_comparison,Which phone has more storage: the Xperia Pro 84s or the Moto G50 99+?,Xperia Pro 84s (256),true,2,0.0,0.0,0.0,552,false,
Q067,two_device_comparison,Which phone has a bigger battery: the Xperia Pro 56+ or the Motorola Moto G54?,Motorola Moto G54 (6000),true,2,0.0,0.0,0.0,907,false,
Q068,two_device_comparison,Which phone is newer: the POCO X6 29 5G or the Moto G100 78 Lite?,Moto G100 78 Lite (2023),true,2,0.0,0.0,0.0,604,false,
Q069,two_device_comparison,Which phone is cheaper: the Oppo A7 74 Ultra or the C25 29 5G?,C25 29 5G (129),true,2,0.0,0.0,0.0,604,false,
Q070,two_device_comparison,Which phone has more storage: the Asus ROG Phone 5s or the iQOO Z5 65 Plus?,Asus ROG Phone 5s (512),true,2,0.0,0.0,0.0,573,false,
Q071,two_device_comparison,Which phone has more storage: the OnePlus Nord N 46 SE or the P30 Lite 39 Pro?,P30 Lite 39 Pro (128),true,2,0.0,0.0,0.0,576,false,
Q072,two_device_comparison,Which phone has a bigger battery: the Realme 9 Pro+ or the Mate 60 25 SE?,Mate 60 25 SE (5400),true,2,0.0,0.0,0.0,627,false,
Q073,two_device_comparison,Which phone is newer: the U23 Pro 29 Pro or the iQOO 10 79 Ultra?,iQOO 10 79 Ultra (2022),true,2,0.0,0.0,0.0,816,false,
Q074,two_device_comparison,Which phone is newer: the U23 Pro 15 5G or the P30 Lite 5 Max?,P30 Lite 5 Max (2023),true,2,0.0,0.0,0.0,649,false,
Q075,two_device_comparison,Which phone has a bigger battery: the Nokia 7 92 Neo or the OnePlus 12 4 Lite?,Nokia 7 92 Neo (5000),true,2,0.0,0.0,0.0,638,false,
Q076,two_device_comparison,Which phone has more storage: the Oppo A54s or the X80 88+?,X80 88+ (256),true,2,0.0,0.0,0.0,680,false,
Q077,two_device_comparison,Which phone has more RAM: the Nokia C32 or the Galaxy Z Flip 7 Pro?,Galaxy Z Flip 7 Pro (8),true,2,0.0,0.0,0.0,556,false,
Q078,two_device_comparison,Which phone has a bigger battery: the Xperia Pro 42 Ultra or the Xiaomi Redmi Note 10?,Xperia Pro 42 Ultra (5400),true,2,0.0,0.0,0.0,568,false,
Q079,two_device_comparison,Which phone has more storage: the Black Shark 5 29 SE or the Samsung Galaxy A30s?,Black Shark 5 29 SE (256),true,1,0.0,0.0,0.0,664,false,
Q080,two_device_comparison,Which phone has more storage: the Pixel 6 53 Neo or the X7 66 SE?,Pixel 6 53 Neo (256),true,2,0.0,0.0,0.0,580,false,
Q081,two_device_comparison,Which phone is newer: the Nokia G3 16 Lite or the Galaxy F0 84+?,Nokia G3 16 Lite (2021),true,2,0.0,0.0,0.0,612,false,
Q082,two_device_comparison,Which phone has more RAM: the Magic 4 9 Neo or the Desire 22 21 SE?,Magic 4 9 Neo (16),true,2,0.0,0.0,0.0,686,false,
Q083,two_device_comparison,Which phone has more RAM: the Spark 8 29 Neo or the TCL 50 90 Max?,Spark 8 29 Neo (6),true,2,0.0,0.0,0.0,565,false,
Q084,two_device_comparison,Which phone is newer: the Hot 20 22 SE or the Y15 13 Pro?,Y15 13 Pro (2023),true,2,0.0,0.0,0.0,571,false,
Q085,two_device_comparison,Which phone is cheaper: the Magic 5 35 Lite or the Fairphone 5 61 5G?,Fairphone 5 61 5G (399),true,2,0.0,0.0,0.0,1645,false,
Q086,two_device_comparison,Which phone has more storage: the Xiaomi Mi 11 or the Phone 2a 18?,Phone 2a 18 (512),true,2,0.0,0.0,0.0,597,false,
Q087,two_device_comparison,Which phone has more RAM: the Blackview BL9000 Pro or the iQOO Neo 8 56 Max?,Blackview BL9000 Pro (8),true,2,0.0,0.0,0.0,645,false,
Q088,two_device_comparison,Which phone is cheaper: the Xperia 10 43 Pro or the Fairphone 5 10?,Xperia 10 43 Pro (349),true,2,0.0,0.0,0.0,588,false,
Q089,two_device_comparison,Which phone has a bigger battery: the iQOO Neo 8 51 Plus or the POCO C4 98?,POCO C4 98 (5000),true,2,0.0,0.0,0.0,660,false,
Q090,two_device_comparison,Which phone has more RAM: the Oppo A5 61 Plus or the Moto G52 10 SE?,Moto G52 10 SE (8),true,2,0.0,0.0,0.0,585,false,
Q091,two_device_comparison,Which phone is cheaper: the Spark 10 1 5G or the X7 82 Ultra?,Spark 10 1 5G (99),true,2,0.0,0.0,0.0,684,false,
Q092,two_device_comparison,Which phone is newer: the X8 33 Pro or the iQOO Z6 4 SE?,iQOO Z6 4 SE (2023),true,2,0.0,0.0,0.0,636,false,
Q093,two_device_comparison,Which phone has a bigger battery: the Pova 5 50 5G or the Nokia 9 PureView?,Pova 5 50 5G (5000),true,2,0.0,0.0,0.0,654,false,
Q094,two_device_comparison,Which phone has a bigger battery: the Meizu 20 70 Max or the Moto E40 91 5G?,Meizu 20 70 Max (5000),true,2,0.0,0.0,0.0,1684,false,
Q095,two_device_comparison,Which phone is newer: the Spark 20 78 SE or the Samsung Galaxy S24+?,Samsung Galaxy S24+ (2024),true,1,0.0,0.0625,0.0,612,false,
Q096,two_device_comparison,Which phone has more RAM: the C35 18 Plus or the Hot 40 4 5G?,Hot 40 4 5G (8),true,2,0.0,0.0,0.0,667,false,
Q097,two_device_comparison,Which phone is cheaper: the Note 30 99+ or the Xperia L 52?,Note 30 99+ (199),true,1,0.0,0.0,0.0,586,false,
Q098,two_device_comparison,Which phone has a bigger battery: the Meizu 21 35 5G or the Sony Xperia 1 IV?,Sony Xperia 1 IV (5000),true,2,0.0,0.0,0.0,701,false,
Q099,two_device_comparison,Which phone has more RAM: the X70 87 Neo or the Oppo A3 88 Ultra?,X70 87 Neo (16),true,2,0.0,0.0,0.0,662,false,
Q100,two_device_comparison,Which phone has more storage: the Huawei Pura 70 Pro+ or the P50 94+?,Huawei Pura 70 Pro+ (1024),true,2,0.0,0.0,0.0,568,false,
Q101,recommendation_with_constraints,What is the best phone under $200 from OnePlus with 5G?,"Nord N2 70 Ultra ($199, 6GB RAM)",false,0,0.0,0.0,0.0,580,false,
Q102,recommendation_with_constraints,What is the best phone under $800 from TCL?,"TCL 50 XE ($249, 8GB RAM)",false,0,0.0,0.0,0.0,1474,false,
Q103,recommendation_with_constraints,What is the best phone under $1500?,"Asus ROG Phone 8 Pro ($1099, 24GB RAM)",false,0,0.0,0.0,0.0,2367,false,
Q104,recommendation_with_constraints,What is the best phone under $600 from Nokia with NFC?,"Nokia G6 2s ($599, 12GB RAM)",false,0,0.0,0.0,0.0,521,false,
Q105,recommendation_with_constraints,What is the best phone under $200?,"Motorola Moto G54 ($199, 12GB RAM)",false,0,0.0,0.0,0.0,4036,false,
Q106,recommendation_with_constraints,What is the best phone under $150 with 5G?,"Samsung Galaxy A05 ($129, 4GB RAM)",false,0,0.6,1.0,1.0,608,false,
Q107,recommendation_with_constraints,What is the best phone under $200 from Google with 5G?,"Pixel 4a 96 Max ($199, 6GB RAM)",false,0,0.0,0.08333333333333333,0.0,494,false,
Q108,recommendation_with_constraints,What is the best phone under $400 from OnePlus?,"OnePlus Nord 2T ($399, 12GB RAM)",false,0,0.0,0.0,0.0,508,false,
Q109,recommendation_with_constraints,What is the best phone under $1500 from Fairphone?,"Fairphone 4 55 Max ($599, 12GB RAM)",false,0,0.0,0.0,0.0,472,false,
Q110,recommendation_with_constraints,What is the best phone under $600?,"OnePlus 11R ($499, 16GB RAM)",true,4,0.0,0.0,0.0,3666,false,
Q111,recommendation_with_constraints,What is the best phone under $600 from Xiaomi with 5G?,"Xiaomi POCO M6 Pro ($249, 12GB RAM)",false,0,0.0,0.0,0.0,563,false,
Q112,recommendation_with_constraints,What is the best phone under $300?,"Motorola Moto G54 ($199, 12GB RAM)",false,0,0.0,0.0,0.0,2588,false,
Q113,recommendation_with_constraints,What is the best phone under $200 with 5G?,"Motorola Moto G54 ($199, 12GB RAM)",false,0,0.0,0.0,0.0,711,false,
Q114,recommendation_with_constraints,What is the best phone under $150 from Samsung with 5G?,"Samsung Galaxy A05 ($129, 4GB RAM)",false,0,0.6,1.0,1.0,597,false,
Q115,recommendation_with_constraints,What is the best phone under $300 from Sony with NFC?,"Sony Xperia L4 ($249, 8GB RAM)",false,0,0.0,0.0,0.0,565,false,
Q116,recommendation_with_constraints,What is the best phone under $800 with NFC?,"OnePlus 11R ($499, 16GB RAM)",false,0,0.0,0.0,0.0,2669,false,
Q117,recommendation_with_constraints,What is the best phone under $250?,"Motorola Moto G54 ($199, 12GB RAM)",true,3,0.0,0.0,0.0,4540,false,
Q118,recommendation_with_constraints,What is the best phone under $150?,"Xiaomi Redmi 12 ($149, 8GB RAM)",false,0,0.0,0.0,0.0,745,false,
Q119,recommendation_with_constraints,What is the best phone under $1000 with 5G?,"Asus ROG Phone 5s ($999, 18GB RAM)",false,0,0.0,0.0,0.0,516,false,
Q120,recommendation_with_constraints,What is the best phone under $300 with 5G?,"Motorola Moto G54 ($199, 12GB RAM)",false,0,0.0,0.0,0.0,578,false,
Q121,recommendation_with_constraints,What is the best phone under $1500 from Huawei with NFC?,"Mate 60 37 Pro ($1099, 16GB RAM)",false,0,0.0,0.0,0.0,875,false,
Q122,recommendation_with_constraints,What is the best phone under $400 with 5G?,"Motorola Moto G54 ($199, 12GB RAM)",false,0,0.0,0.0,0.0,1762,false,
Q123,recommendation_with_constraints,What is the best phone under $400 with NFC?,"Motorola Moto G54 ($199, 12GB RAM)",false,0,0.0,0.0,0.0,584,false,
Q124,recommendation_with_constraints,What is the best phone under $800 with 5G?,"OnePlus 11R ($499, 16GB RAM)",false,0,0.0,0.0,0.0,618,false,
Q125,recommendation_with_constraints,What is the best phone under $200 from OnePlus with NFC?,"Nord N2 70 Ultra ($199, 6GB RAM)",false,0,0.0,0.0,0.0,556,false,
Q126,recommendation_with_constraints,What is the best phone under $200 from Sony?,"Xperia L 29 5G ($199, 6GB RAM)",false,0,0.0,0.0,0.0,656,false,
Q127,recommendation_with_constraints,What is the best phone under $400?,"Motorola Moto G54 ($199, 12GB RAM)",false,0,0.0,0.0,0.0,2047,false,
Q128,recommendation_with_constraints,What is the best phone under $1000?,"Asus ROG Phone 5s ($999, 18GB RAM)",false,0,0.0,0.0,0.0,1915,false,
Q129,recommendation_with_constraints,What is the best phone under $250 from Infinix?,"Infinix Hot 30 ($149, 8GB RAM)",false,0,0.0,0.0,0.0,533,false,
Q130,recommendation_with_constraints,What is the best phone under $800 from Samsung?,"Galaxy A7 50 Max ($599, 12GB RAM)",false,0,0.0,0.0,0.0,691,false,
Q131,recommendation_with_constraints,What is the best phone under $500?,"OnePlus 11R ($499, 16GB RAM)",true,3,0.0,0.0,0.0,3021,false,
Q132,recommendation_with_constraints,What is the best phone under $200 with NFC?,"Motorola Moto G54 ($199, 12GB RAM)",false,0,0.0,0.0,0.0,522,false,
Q133,recommendation_with_constraints,What is the best phone under $1500 from Nothing with 5G?,"Nothing Phone 2a ($349, 12GB RAM)",false,0,0.0,0.0,0.0,450,false,
Q134,recommendation_with_constraints,What is the best phone under $500 from Tecno?,"Tecno Spark 20 Pro ($179, 8GB RAM)",true,1,0.0,0.0,0.0,1038,false,
Q135,recommendation_with_constraints,What is the best phone under $600 from Nothing with 5G?,"Nothing Phone 2a ($349, 12GB RAM)",false,0,0.0,0.0,0.0,504,false,
Q136,recommendation_with_constraints,What is the best phone under $1500 from Xiaomi?,"Xiaomi 14 Pro ($999, 16GB RAM)",false,0,0.0,0.0,0.0,490,false,
Q137,recommendation_with_constraints,What is the best phone under $1500 with NFC?,"Asus ROG Phone 8 Pro ($1099, 24GB RAM)",false,0,0.0,0.0,0.0,678,false,
Q138,recommendation_with_constraints,What is the best phone under $600 from Honor with 5G?,"Honor X9b ($299, 12GB RAM)",false,0,0.0,0.0,0.0,515,false,
Q139,recommendation_with_constraints,What is the best phone under $1000 from Infinix with 5G?,"Infinix Zero 30 5G ($299, 8GB RAM)",false,0,0.0,0.0,0.0,501,false,
Q140,recommendation_with_constraints,What is the best phone under $500 with NFC?,"OnePlus 11R ($499, 16GB RAM)",false,0,0.0,0.0,0.0,765,false,
Q141,recommendation_with_constraints,What is the best phone under $600 from Motorola with NFC?,"Motorola Moto G54 ($199, 12GB RAM)",false,0,0.0,0.0,0.0,429,false,
Q142,recommendation_with_constraints,What is the best phone under $600 from Vivo?,"Vivo V30 Pro ($499, 12GB RAM)",false,0,0.0,0.0,0.0,531,false,
Q143,recommendation_with_constraints,What is the best phone under $300 with NFC?,"Motorola Moto G54 ($199, 12GB RAM)",false,0,0.0,0.0,0.0,658,false,
Q144,recommendation_with_constraints,What is the best phone under $250 from Tecno?,"Tecno Spark 20 Pro ($179, 8GB RAM)",true,1,0.0,0.0,0.0,1498,false,
Q145,recommendation_with_constraints,What is the best phone under $1500 with 5G?,"Asus ROG Phone 8 Pro ($1099, 24GB RAM)",false,0,0.0,0.0,0.0,541,false,
Q146,recommendation_with_constraints,What is the best phone under $600 with NFC?,"OnePlus 11R ($499, 16GB RAM)",false,0,0.0,0.0,0.0,549,false,
Q147,recommendation_with_constraints,What is the best phone under $150 from Xiaomi with NFC?,"Xiaomi Redmi 12 ($149, 8GB RAM)",false,0,0.0,0.0,0.0,534,false,
Q148,recommendation_with_constraints,What is the best phone under $800 from TCL with NFC?,"TCL 50 57 Max ($299, 8GB RAM)",false,0,0.0,0.0,0.0,570,false,
Q149,recommendation_with_constraints,What is the best phone under $800?,"OnePlus 11R ($499, 16GB RAM)",false,0,0.0,0.0,0.0,1706,false,
Q150,recommendation_with_constraints,What is the best phone under $250 from Huawei?,"Nova 7 2 ($199, 6GB RAM)",false,0,0.0,0.09090909090909091,0.0,663,false,
Q151,complex_multi_attribute,"Find a phone priced under $500, at least 12GB RAM, and at least 4500mAh battery.","OnePlus 11R ($499, 16GB RAM, 5000mAh)",false,0,0.0,0.0,0.0,3627,false,
Q152,complex_multi_attribute,"Find a phone priced under $600, at least 12GB RAM, at least 5000mAh battery, and 5G support.","OnePlus 12R ($599, 16GB RAM, 5500mAh)",false,0,0.0,0.0,0.0,4313,false,
Q153,complex_multi_attribute,"Find a phone priced under $500, at least 8GB RAM, at least 4500mAh battery, and 5G support.","OnePlus 11R ($499, 16GB RAM, 5000mAh)",false,0,0.0,0.0,0.0,2389,false,
Q154,complex_multi_attribute,"Find a phone priced under $600, at least 6GB RAM, and at least 4500mAh battery.","OnePlus 12R ($599, 16GB RAM, 5500mAh)",false,0,0.0,0.0,0.0,1419,false,
Q155,complex_multi_attribute,"Find a phone priced under $600, at least 12GB RAM, and at least 4000mAh battery.","OnePlus 12R ($599, 16GB RAM, 5500mAh)",false,0,0.0,0.0,0.0,1229,false,
Q156,complex_multi_attribute,"Find a phone priced under $600, at least 6GB RAM, at least 4500mAh battery, and 5G support.","OnePlus 12R ($599, 16GB RAM, 5500mAh)",true,1,0.0,0.0,0.0,1823,false,
Q157,complex_multi_attribute,"Find a phone priced under $1500, at least 4GB RAM, at least 4500mAh battery, and 5G support.","Asus ROG Phone 8 Pro ($1099, 24GB RAM, 5500mAh)",false,0,0.0,0.0,0.0,1182,false,
Q158,complex_multi_attribute,"Find a phone priced under $150, at least 4GB RAM, and at least 5000mAh battery.","Xiaomi Redmi 12 ($149, 8GB RAM, 5000mAh)",false,0,0.0,0.0,0.0,1422,false,
Q159,complex_multi_attribute,"Find a phone priced under $800, at least 6GB RAM, and at least 4000mAh battery.","OnePlus 12R ($599, 16GB RAM, 5500mAh)",false,0,0.0,0.0,0.0,3177,false,
Q160,complex_multi_attribute,"Find a phone priced under $500, at least 6GB RAM, and at least 4500mAh battery.","OnePlus 11R ($499, 16GB RAM, 5000mAh)",true,3,0.0,0.0,0.0,2206,false,
Q161,complex_multi_attribute,"Find a phone priced under $600, at least 8GB RAM, and at least 4500mAh battery.","OnePlus 12R ($599, 16GB RAM, 5500mAh)",true,1,0.0,0.0,0.0,1053,false,
Q162,complex_multi_attribute,"Find a phone priced under $200, at least 12GB RAM, at least 4000mAh battery, and 5G support.","Motorola Moto G54 ($199, 12GB RAM, 6000mAh)",false,0,0.0,0.0,0.0,540,false,
Q163,complex_multi_attribute,"Find a phone priced under $150, at least 4GB RAM, and at least 4000mAh battery.","Xiaomi Redmi 12 ($149, 8GB RAM, 5000mAh)",false,0,0.0,0.0,0.0,1024,false,
Q164,complex_multi_attribute,"Find a phone priced under $150, at least 6GB RAM, and at least 4000mAh battery.","Xiaomi Redmi 12 ($149, 8GB RAM, 5000mAh)",false,0,0.0,0.0,0.0,1098,false,
Q165,complex_multi_attribute,"Find a phone priced under $200, at least 6GB RAM, at least 4500mAh battery, and 5G support.","Motorola Moto G54 ($199, 12GB RAM, 6000mAh)",true,1,0.0,0.0,0.0,2260,false,
Q166,complex_multi_attribute,"Find a phone priced under $500, at least 6GB RAM, at least 5000mAh battery, and 5G support.","OnePlus 11R ($499, 16GB RAM, 5000mAh)",true,1,0.0,0.0,0.0,1429,false,
Q167,complex_multi_attribute,"Find a phone priced under $200, at least 6GB RAM, and at least 4500mAh battery.","Motorola Moto G54 ($199, 12GB RAM, 6000mAh)",true,1,0.0,0.0,0.0,966,false,
Q168,complex_multi_attribute,"Find a phone priced under $600, at least 12GB RAM, and at least 5000mAh battery.","OnePlus 12R ($599, 16GB RAM, 5500mAh)",false,0,0.0,0.0,0.0,2878,false,
Q169,complex_multi_attribute,"Find a phone priced under $1500, at least 6GB RAM, at least 4000mAh battery, and 5G support.","Asus ROG Phone 8 Pro ($1099, 24GB RAM, 5500mAh)",true,1,0.0,0.0,0.0,1585,false,
Q170,complex_multi_attribute,"Find a phone priced under $400, at least 4GB RAM, at least 5000mAh battery, and 5G support.","Motorola Moto G54 ($199, 12GB RAM, 6000mAh)",false,0,0.0,0.0,0.0,2864,false,
Q171,complex_multi_attribute,"Find a phone priced under $500, at least 12GB RAM, and at least 5000mAh battery.","OnePlus 11R ($499, 16GB RAM, 5000mAh)",false,0,0.0,0.0,0.0,529,false,
Q172,complex_multi_attribute,"Find a phone priced under $1000, at least 8GB RAM, at least 4000mAh battery, and 5G support.","Asus ROG Phone 5s ($999, 18GB RAM, 6000mAh)",true,1,0.0,0.0,0.0,1493,false,
Q173,complex_multi_attribute,"Find a phone priced under $800, at least 4GB RAM, at least 4500mAh battery, and 5G support.","OnePlus 12R ($599, 16GB RAM, 5500mAh)",false,0,0.0,0.0,0.0,1093,false,
Q174,complex_multi_attribute,"Find a phone priced under $800, at least 6GB RAM, and at least 4500mAh battery.","OnePlus 12R ($599, 16GB RAM, 5500mAh)",true,1,0.0,0.0,0.0,1129,false,
Q175,complex_multi_attribute,"Find a phone priced under $1000, at least 8GB RAM, at least 5000mAh battery, and 5G support.","Asus ROG Phone 5s ($999, 18GB RAM, 6000mAh)",false,0,0.0,0.0,0.0,755,false,
Q176,complex_multi_attribute,"Find a phone priced under $1000, at least 12GB RAM, and at least 4500mAh battery.","Asus ROG Phone 5s ($999, 18GB RAM, 6000mAh)",false,0,0.0,0.0,0.0,578,false,
Q177,complex_multi_attribute,"Find a phone priced under $1500, at least 8GB RAM, at least 4500mAh battery, and 5G support.","Asus ROG Phone 8 Pro ($1099, 24GB RAM, 5500mAh)",false,0,0.0,0.0,0.0,2279,false,
Q178,complex_multi_attribute,"Find a phone priced under $200, at least 8GB RAM, and at least 4500mAh battery.","Motorola Moto G54 ($199, 12GB RAM, 6000mAh)",true,1,0.0,0.0,0.0,1032,false,
